customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,is_new_customer,TenureSegment,ServiceUsage,BillingLevel,BillingTenureSegment,EngagementScore,EngagementSegment,BillingEngageSegment,TenureEngageSegment,IsMonthToMonth,HasCoreProtection,HighRiskFinancialProfile,OverallRiskScore,Cluster
9554-DFKIC,Male,0,Yes,Yes,30,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.45,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,1,1,0,1,1
5527-ACHSO,Female,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.5,0,0,New,Heavy,High,High-New,5,MidEngage,High-MidEngage,New-MidEngage,1,1,0,2,1
0829-DDVLK,Female,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,0,0,Mid,Light,Low,Low-Mid,1,LowEngage,Low-LowEngage,Mid-LowEngage,0,0,0,2,2
1399-UBQIU,Male,0,No,No,11,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,69.35,0,0,New,Heavy,Low,Low-New,5,MidEngage,Low-MidEngage,New-MidEngage,1,0,1,3,3
1813-JLKWR,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
0336-PIKEI,Male,1,Yes,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
7322-OCWHC,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),93.05,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,3,0
9537-VHDTA,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.2,0,0,New,Heavy,Low,Low-New,3,LowEngage,Low-LowEngage,New-LowEngage,1,1,0,1,1
4957-TIALW,Female,0,No,Yes,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),65.6,0,0,Mid,Heavy,Low,Low-Mid,6,MidEngage,Low-MidEngage,Mid-MidEngage,0,1,0,0,1
2054-PJOCK,Female,0,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.55,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
9150-HEPMB,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,52.7,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,1,1
9030-QGZNL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,0,0,0,2,2
6204-IEUXJ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),80.1,1,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,1,0,3,3
3126-WQMGH,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.15,0,0,Loyal,Heavy,Low,Low-Loyal,3,LowEngage,Low-LowEngage,Loyal-LowEngage,1,0,0,3,1
4529-CKBCL,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.2,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,0,1,4,3
2506-CLAKW,Female,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),98.15,1,0,New,Heavy,High,High-New,7,HighEngage,High-HighEngage,New-HighEngage,1,1,0,3,0
7176-WRTNX,Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
1583-IHQZE,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,112.95,1,0,Mid,Heavy,High,High-Mid,8,HighEngage,High-HighEngage,Mid-HighEngage,1,1,0,3,0
5732-IKGQH,Male,1,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,3,0
9239-GZHZE,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),113.65,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
7205-BAIAD,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.6,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
0151-ONTOV,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,1,0,New,Light,High,High-New,2,LowEngage,High-LowEngage,New-LowEngage,1,0,0,4,3
4140-MUHUG,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,1,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,1,5,3
0093-EXYQL,Female,1,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.55,0,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,1,5,3
8064-RAVOH,Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.85,0,0,New,Heavy,Low,Low-New,3,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,2,1
0219-QAERP,Male,0,Yes,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
0320-JDNQG,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,1,0,Mid,Heavy,High,High-Mid,6,MidEngage,High-MidEngage,Mid-MidEngage,1,1,1,2,3
7180-PISOG,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,1,0,New,Heavy,High,High-New,3,LowEngage,High-LowEngage,New-LowEngage,1,0,1,3,3
9168-INPSZ,Female,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.15,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,1,1,1,4,3
3571-RFHAR,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,1,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,1,1,1,3,0
0015-UOCOJ,Female,1,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.2,0,0,New,Heavy,Low,Low-New,3,LowEngage,Low-LowEngage,New-LowEngage,1,1,1,3,1
5334-AFQJB,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,3,2
2754-SDJRD,Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.15,0,0,New,Heavy,High,High-New,6,MidEngage,High-MidEngage,New-MidEngage,1,1,0,4,3
9578-VRMNM,Female,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.2,1,0,Mid,Heavy,Low,Low-Mid,5,MidEngage,Low-MidEngage,Mid-MidEngage,1,0,0,3,3
1587-FKLZB,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.5,1,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,0,4,3
6140-QNRQQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.55,1,0,New,Light,High,High-New,2,LowEngage,High-LowEngage,New-LowEngage,1,0,0,4,3
8963-JLGJT,Male,0,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,55.9,0,0,New,Heavy,Low,Low-New,4,MidEngage,Low-MidEngage,New-MidEngage,1,1,0,1,1
4307-KTUMW,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,93.9,1,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,1,1,3,3
1465-LNTLJ,Male,1,Yes,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.4,0,0,New,Heavy,Low,Low-New,5,MidEngage,Low-MidEngage,New-MidEngage,1,1,0,3,1
5440-FLBQG,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.4,1,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,3,0
2135-DQWAQ,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.3,0,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,0,4,3
4056-QHXHZ,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
7470-MCQTK,Female,0,Yes,No,13,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),48.75,1,0,Mid,Heavy,Low,Low-Mid,4,MidEngage,Low-MidEngage,Mid-MidEngage,1,0,0,3,1
7488-MXJIV,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,1,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,1,4,3
7401-JIXNM,Female,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),91.3,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
9339-FIIJL,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.95,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
2027-FECZV,Male,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.7,1,0,Mid,Heavy,High,High-Mid,7,HighEngage,High-HighEngage,Mid-HighEngage,1,0,1,4,3
2672-DZUOY,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,1,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,3,1
4706-DGAHW,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.2,0,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,4,1
3870-MQAMG,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.35,1,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
6670-MFRPK,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.2,0,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,0,0,0,2,3
6177-PEVRA,Female,0,No,No,48,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),55.5,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,1,1
4800-CZMPC,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),103.25,1,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
4813-HQMGZ,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.25,0,0,New,Heavy,High,High-New,5,MidEngage,High-MidEngage,New-MidEngage,1,1,1,3,3
7579-KKLOE,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,91.25,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
7377-DMMRI,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.8,1,0,New,Heavy,Low,Low-New,3,LowEngage,Low-LowEngage,New-LowEngage,1,1,1,2,1
8402-EIVQS,Male,0,Yes,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.9,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
4947-DSMXK,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.7,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,0,3,3
7245-NIIWQ,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,0,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,4,3
0002-ORFBO,Female,0,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,65.6,0,0,New,Heavy,Low,Low-New,5,MidEngage,Low-MidEngage,New-MidEngage,0,1,0,0,1
3324-OIRTO,Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
5414-OFQCB,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.45,0,0,Loyal,Heavy,High,High-Loyal,5,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
4967-WPNCF,Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.7,0,0,Loyal,Heavy,Low,Low-Loyal,7,HighEngage,Low-HighEngage,Loyal-HighEngage,0,1,0,1,0
8552-OBVRU,Female,1,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.5,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,1,1,1,3,0
8499-BRXTD,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,0,0,Mid,Light,Low,Low-Mid,1,LowEngage,Low-LowEngage,Mid-LowEngage,0,0,0,2,2
9154-QDGTH,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.3,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
8197-BFWVU,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.25,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
2577-GVSIL,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),73.45,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,0,0
9367-OIUXP,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,2
6770-UAYGJ,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
6463-HHXJR,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,1,0
7928-VJYAB,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,0,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,1,3,3
1187-WILMM,Male,0,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.4,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,0,0
9776-OJUZI,Female,1,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),95.45,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,0,5,3
1306-RPWXZ,Female,0,No,Yes,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.45,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
8949-JTMAY,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.6,1,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,0,4,3
2774-LVQUS,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,83.05,1,0,Mid,Heavy,High,High-Mid,5,MidEngage,High-MidEngage,Mid-MidEngage,1,1,1,4,3
3097-PYWXL,Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.95,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,1,2,2
2266-SJNAT,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),109.15,0,0,Loyal,Heavy,High,High-Loyal,8,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
0869-PAPRP,Female,1,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.7,0,0,Loyal,Heavy,High,High-Loyal,4,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,0,5,3
4238-JSSWH,Female,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.05,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,1,0,0,5,3
2972-YDYUW,Female,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,94.7,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,2,0
1104-FEJAM,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,1,0,1,2,1
2809-ILCYT,Female,0,Yes,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,26.8,0,0,Loyal,Light,Low,Low-Loyal,2,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,2,2
5499-ECUTN,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.05,0,0,Loyal,Heavy,Low,Low-Loyal,5,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,1,0
4981-FLTMF,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),65.2,0,0,Loyal,Heavy,Low,Low-Loyal,6,MidEngage,Low-MidEngage,Loyal-MidEngage,1,1,0,1,1
9121-PHQSR,Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.05,0,0,Mid,Heavy,High,High-Mid,4,MidEngage,High-MidEngage,Mid-MidEngage,1,0,0,5,3
3113-IWHLC,Male,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.8,0,0,New,Heavy,Low,Low-New,4,MidEngage,Low-MidEngage,New-MidEngage,1,1,0,2,1
3211-ILJTT,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.4,1,0,Mid,Light,High,High-Mid,2,LowEngage,High-LowEngage,Mid-LowEngage,1,0,0,4,3
4612-THJBS,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.75,1,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,0,0,0,4,0
4277-BWBML,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.95,0,0,Loyal,Light,Low,Low-Loyal,1,LowEngage,Low-LowEngage,Loyal-LowEngage,0,0,0,1,2
4094-NSEDU,Female,1,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,1,0,Mid,Heavy,High,High-Mid,5,MidEngage,High-MidEngage,Mid-MidEngage,1,0,1,5,3
0234-TEVTT,Female,0,Yes,Yes,48,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),45.0,0,0,Loyal,Heavy,Low,Low-Loyal,4,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,0,1
4304-TSPVK,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.9,0,0,Loyal,Heavy,High,High-Loyal,9,HighEngage,High-HighEngage,Loyal-HighEngage,0,1,0,2,0
1552-AAGRX,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.4,0,0,Loyal,Heavy,High,High-Loyal,7,HighEngage,High-HighEngage,Loyal-HighEngage,1,1,0,3,0
2637-FKFSY,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.1,0,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,3,1
9796-MVYXX,Female,1,No,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.7,0,0,Mid,Heavy,Low,Low-Mid,4,MidEngage,Low-MidEngage,Mid-MidEngage,0,1,0,2,1
7874-ECPQJ,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.05,0,0,New,Light,Low,Low-New,1,LowEngage,Low-LowEngage,New-LowEngage,1,0,0,2,2
0020-INWCK,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),95.75,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,0,0,2,0
7089-RKVSZ,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,0,0,New,Light,Low,Low-New,2,LowEngage,Low-LowEngage,New-LowEngage,0,0,0,1,2
2683-JXWQQ,Male,0,Yes,Yes,61,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),33.6,0,0,Loyal,Heavy,Low,Low-Loyal,3,LowEngage,Low-LowEngage,Loyal-LowEngage,1,1,0,1,1
9548-ZMVTX,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,0,0,Loyal,Heavy,High,High-Loyal,6,MidEngage,High-MidEngage,Loyal-MidEngage,0,1,0,1,0
8739-XNIKG,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.0,0,0,New,Heavy,High,High-New,4,MidEngage,High-MidEngage,New-MidEngage,1,0,1,4,3
9755-JHNMN,Female,0,No,No,49,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),67.4,0,0,Loyal,Heavy,Low,Low-Loyal,6,MidEngage,Low-MidEngage,Loyal-MidEngage,0,1,0,1,0
